1.422836,0.024106,0.741334,0.051867,0.474451,0.097781,0.056719,0.120282,0.158101,0.146966,0.134587,0.167655,
1.464135,0.031619,0.819647,-0.038103,0.427479,0.199267,0.098767,0.157700,0.176953,0.059113,0.043182,0.184457,
1.549841,0.120945,0.789978,-0.036082,0.467916,0.178142,0.102139,0.150999,0.184411,0.072690,-0.023172,0.156384,
1.612248,0.167585,0.788766,-0.114944,0.572349,0.198357,0.124893,0.136330,0.156884,0.179201,-0.098813,0.132909,
1.445874,0.377557,0.717897,0.049724,0.586074,0.141452,0.183536,0.134040,0.096362,0.162511,-0.050484,0.078913,
1.462488,0.450031,0.748306,0.129085,0.502072,0.046153,0.174610,0.069779,0.054159,0.069598,0.054928,0.126372,
1.485437,0.442051,0.794957,0.268586,0.448173,0.036382,0.079400,0.034314,0.010336,0.013633,0.120729,0.089192,
1.424630,0.423572,0.915509,0.182644,0.344298,0.017117,0.127335,0.139061,0.078291,0.008981,0.055253,0.101024,
1.342628,0.566051,0.804714,0.077243,0.314827,0.120614,0.225040,0.124975,0.107985,-0.037442,0.021801,0.065097,
1.573026,0.576912,0.815662,0.126596,0.297451,0.003208,0.225543,0.219863,0.107555,-0.071363,0.003868,0.060773,
1.716095,0.561988,0.827032,0.122851,0.456183,-0.052193,0.152334,0.259492,-0.027505,-0.077266,0.000751,0.049948,
1.846592,0.466567,0.817304,0.224241,0.658094,-0.009867,-0.005693,0.158890,-0.094395,-0.059689,-0.000361,0.026617,
1.862024,0.396902,0.692841,0.321372,0.700102,0.059978,-0.118345,0.136230,-0.001037,-0.137807,0.024217,0.022685,
2.147819,0.303425,0.637255,0.243048,0.693145,0.091198,-0.192937,0.100889,0.040823,-0.202442,-0.070378,0.037029,
2.075125,0.414057,0.618364,0.301257,0.738598,-0.002770,-0.246570,0.086140,0.015181,-0.168432,-0.101877,-0.046511,
1.998627,0.389544,0.764971,0.319665,0.803424,-0.013407,-0.353546,0.071010,0.003192,-0.150811,-0.091653,-0.119742,
2.121583,0.317260,0.814035,0.259986,0.776994,-0.000586,-0.391668,0.072623,-0.021994,-0.146938,-0.094528,-0.139024,
2.159948,0.343608,0.742973,0.338631,0.663743,0.028980,-0.400557,0.041867,-0.002492,-0.174803,-0.079128,-0.135313,
1.901300,0.509765,0.669028,0.491660,0.538783,0.031228,-0.329291,-0.013938,-0.024713,-0.139392,-0.089029,-0.136408,
2.088121,0.343088,0.829616,0.311430,0.624171,0.083863,-0.412216,0.001504,-0.014724,-0.150213,-0.055828,-0.186745,
2.317810,0.218258,0.892316,0.034148,0.858708,0.161712,-0.517223,0.019150,-0.026608,-0.167671,-0.095244,-0.219363,
2.143154,0.351276,0.733966,0.089340,0.849644,0.094245,-0.465272,-0.041349,-0.007207,-0.179173,-0.100974,-0.183360,
2.074939,0.381687,0.683843,0.098160,0.816492,0.056235,-0.452506,-0.029006,0.004256,-0.197781,-0.109103,-0.183040,
2.292263,0.277416,0.879601,-0.199017,0.971155,0.134097,-0.503699,0.117476,-0.171624,-0.194895,-0.123660,-0.241173,
2.221930,0.202105,0.913439,-0.196187,0.925788,0.122397,-0.519583,0.111144,-0.186544,-0.174467,-0.096649,-0.241095,
2.155903,0.219833,0.873320,-0.184190,0.920400,0.060029,-0.538352,0.080951,-0.178368,-0.141319,-0.113845,-0.254555,
2.332087,0.150639,0.943813,-0.231946,0.947329,0.136439,-0.649545,0.082825,-0.192572,-0.213272,-0.114214,-0.305664,
2.260850,0.162548,0.973926,-0.216870,0.957900,0.086716,-0.684532,0.090028,-0.210498,-0.193556,-0.105225,-0.345145,
2.275249,0.150567,0.977985,-0.232890,0.960727,0.104419,-0.711650,0.062479,-0.207323,-0.183424,-0.099946,-0.357240,
2.220887,0.149871,0.990243,-0.156059,0.882143,0.105829,-0.718959,-0.031846,-0.111851,-0.172635,-0.112930,-0.312042,
2.389310,0.046737,0.981479,-0.211030,0.876730,0.201343,-0.780066,-0.032677,-0.130646,-0.249735,-0.069866,-0.334180,
2.266650,0.141015,0.905427,-0.198886,0.895841,0.092985,-0.724759,-0.040625,-0.161965,-0.190806,-0.102443,-0.317852,
2.436520,0.181543,0.784010,-0.331285,0.974123,0.126130,-0.672196,-0.025193,-0.293910,-0.203760,-0.134276,-0.325665,
2.417555,0.139410,0.826967,-0.360345,0.951283,0.149773,-0.719947,-0.035447,-0.273261,-0.228276,-0.116842,-0.316778,
2.313518,0.145307,0.828139,-0.336505,0.928721,0.104740,-0.728646,-0.049230,-0.237781,-0.193208,-0.099921,-0.307655,
2.459458,0.104533,0.773603,-0.380916,0.906572,0.194966,-0.725687,-0.100476,-0.248785,-0.232144,-0.083062,-0.277075,
2.320468,0.112876,0.777551,-0.277965,0.869707,0.100614,-0.721088,-0.133421,-0.192523,-0.175389,-0.096358,-0.254241,
2.212282,0.085141,0.869478,-0.218620,0.895889,0.050185,-0.774643,-0.127868,-0.192903,-0.154837,-0.107341,-0.289945,
2.170778,0.190195,0.854264,-0.195245,0.868027,-0.021384,-0.702685,-0.173568,-0.194580,-0.082044,-0.164468,-0.256367,
2.205468,0.219136,0.819889,-0.237744,0.882789,-0.040487,-0.712966,-0.148780,-0.218840,-0.071731,-0.148942,-0.278660,
