1.165234,-0.189501,-0.025428,-0.005300,0.977319,0.541861,0.227411,-0.083369,-0.017735,0.154012,0.110199,0.120630
1.253407,0.428146,0.529698,0.071115,0.789823,0.355507,0.344264,0.072323,0.075658,0.002773,0.122920,0.223550
1.720086,0.360550,0.160268,-0.649823,0.706878,0.302379,0.161380,0.205318,-0.026496,-0.000227,0.038672,-0.000650
1.468103,0.057601,0.470705,-0.315736,0.440198,0.168638,0.239131,0.157048,0.018830,0.101862,0.063356,0.120441
2.322208,0.271313,0.614852,-0.046426,0.763624,-0.015843,-0.597479,-0.133811,-0.159413,-0.126147,-0.116354,-0.248574
2.040033,0.369217,0.768644,0.368186,0.745749,-0.064982,-0.357969,-0.056101,-0.052959,-0.077498,-0.178479,-0.184861
1.851379,0.428209,0.094576,-0.309283,0.777935,-0.067600,-0.199763,-0.024776,-0.032680,0.115466,0.112920,-0.025319
2.075462,0.419089,0.335037,-0.204670,0.651643,-0.215681,-0.250990,0.019045,-0.100754,-0.005607,-0.112161,-0.059894
-0.033898,-0.575526,0.786148,0.143648,0.560494,0.164013,0.287038,0.169928,0.029846,0.057128,0.087237,0.133410
1.220569,-0.077971,0.692697,0.018597,0.419254,0.091939,0.207173,0.170812,0.120982,0.167778,0.062942,0.111678
1.664396,0.225836,0.687015,0.026130,0.479837,0.008942,-0.015694,0.021171,-0.021038,0.001784,-0.062840,0.035365
1.397749,-0.081094,0.562555,-0.100580,0.290424,-0.037072,0.062317,0.029806,-0.009346,0.089706,0.000392,0.050220
-0.424391,-1.159444,0.271585,-0.171189,0.549222,-0.054437,-0.103215,-0.048628,-0.031205,0.090845,-0.021805,0.003357
-0.378091,-0.968765,0.497687,-0.055120,0.332101,-0.218432,0.013189,0.153307,0.067330,0.042011,-0.079383,0.046701
-0.388758,-0.457802,0.876045,-0.214786,0.054816,-0.040154,0.254059,0.140536,0.068861,0.039631,-0.022985,0.012065
-0.494400,-0.424095,0.669775,-0.463738,0.052309,-0.079591,0.070853,-0.041972,-0.003653,0.039747,-0.104225,0.016070
